#ID	MainType SubType SubTypeWeight Weight MaxTimes
87000001	9	1	100	100	1
87000002	9	1	0	100	1
87000003	9	1	0	100	1
87000004	9	1	0	100	1
87000005	9	1	0	100	1
87000006	9	1	0	100	1
87000007	9	1	0	100	1
87000008	9	2	100	100	1
87000009	9	2	0	100	1
87000010	9	2	0	100	1
87000011	9	2	0	100	1
87000012	9	2	0	100	1
87000013	9	2	0	100	1
87000014	9	2	0	100	1
87000015	9	3	100	100	1
87000016	9	3	0	100	1
87000017	9	3	0	100	1
87000018	9	3	0	100	1
87000019	9	3	0	100	1
87000020	9	3	0	100	1
87000021	9	3	0	100	1
87000022	9	4	100	100	1
87000023	9	4	0	100	1
87000024	9	4	0	100	1
87000025	9	4	0	100	1
87800101	9	4	0	100	1
87800102	9	4	0	100	1
87800103	9	4	0	100	1
87800104	8	1	100	100	999
87800201	8	1	0	100	999
87800202	8	1	0	100	999
87800203	8	1	0	100	999
87800204	8	1	0	100	999
87800301	8	1	0	100	999
87800302	8	1	0	100	999
87800303	8	1	0	100	999
87800304	8	1	0	100	999
87800401	8	1	0	100	999
87800402	8	1	0	100	999
87800403	8	2	100	100	999
87800404	8	2	0	100	999
87800501	8	2	0	100	999
87800502	8	2	0	100	999
87800503	8	2	0	100	999
87800504	8	2	0	100	999
87800601	8	2	0	100	999
87800602	8	2	0	100	999
87800603	8	2	0	100	999
87800604	8	2	0	100	999
87809201	8	2	0	100	999
87809202	8	3	100	100	999
87809203	8	3	0	100	999
87809204	8	3	0	100	999
87811001	8	3	0	100	999
87811002	8	3	0	100	999
87811003	8	3	0	100	999
87811004	8	3	0	100	999
87814101	8	3	0	100	999
87814102	8	3	0	100	999
87814103	8	3	0	100	999
87814104	8	3	0	100	999
87812401	8	4	100	100	999
87812402	8	4	0	100	999
87812403	8	4	0	100	999
87812404	8	4	0	100	999
87814801	8	4	0	100	999
87814802	8	4	0	100	999
87814803	8	4	0	100	999
87814804	8	4	0	100	999
87815801	8	4	0	100	999
87815802	8	4	0	100	999
87815803	8	4	0	100	999
87815804	8	5	100	100	999
87816101	8	5	0	100	999
87816102	8	5	0	100	999
87816103	8	5	0	100	999
87816104	8	5	0	100	999
87816601	8	5	0	100	999
87816602	8	5	0	100	999
87816603	8	5	0	100	999
87816604	8	5	0	100	999
87818601	8	5	0	100	999
87818602	8	5	0	100	999
87818603	8	6	100	100	999
87818604	8	6	0	100	999
87821401	8	6	0	100	999
87821402	8	6	0	100	999
87821403	8	6	0	100	999
87821404	8	6	0	100	999
87821405	8	6	0	100	999
87821406	8	6	0	100	999
87821407	8	6	0	100	999
87821408	8	6	0	100	999
87821409	8	6	0	100	999
87821410	8	7	100	100	999
87821411	8	7	0	100	999
